Orden,Provincia,Codigo,Departamento/Partido,Cantidad de filiales,Hay filiales,Mas de cinco filiales,Mas de cincuenta filiales,Pisos con revestimiento,Agua por cañeria dentro     de la vivienda,Agua para beber y cocinar por red publica,Baño o letrina dentro de la vivienda,Dos o mas baños,Baño con inodoro con arrastre de agua,Desagüe del inodoro del baño a red publica,Gas de red o electricidad para cocinar,Vivienda propia,Internet,Celular con internet,Computadora. tablet. etc.,Inspeccion en plazo,Equipo de inspeccion
253,ENTRE RIOS,ER,ISLAS DEL IBICUY,2,SI,SI,NO,82.5,85.5,68.4,92.5,17.1,86.8,39.2,2.5,67.5,58,86.6,42,SI,SI
254,ENTRE RIOS,ER,LA PAZ,4,SI,SI,NO,75.5,91.3,89.4,92,16.8,88.6,74.8,14.7,70.1,67.9,84.2,45.1,SI,SI
255,ENTRE RIOS,ER,NOGOYA,5,SI,NO,NO,89.3,95.5,85.8,95.8,19.1,94.2,78,30.5,69.3,70.3,83.2,50.1,NO,NO
256,ENTRE RIOS,ER,PARANA,37,SI,NO,NO,91.4,97.3,95.5,97.8,26.2,95.5,79.3,48.4,66.1,82.2,90.6,65.2,NO,SI
257,ENTRE RIOS,ER,SAN SALVADOR,1,SI,SI,NO,87.8,96.6,92.8,96.2,17.4,97,88.8,17.4,68.3,73.6,85.5,52.2,NO,SI
258,ENTRE RIOS,ER,TALA,4,SI,SI,NO,86.5,95,88.9,96.1,18,94.1,74,29.9,66.8,65,80.2,45.3,SI,NO
259,ENTRE RIOS,ER,URUGUAY,13,SI,NO,NO,91.4,96.7,89.1,97.6,19.9,95.9,86.4,31.6,64.5,78.2,88.2,61.8,SI,NO
260,ENTRE RIOS,ER,VICTORIA,2,SI,SI,NO,84.9,93.7,90.2,95.8,22,94.1,75.6,25.4,66.2,65.1,85.2,52.6,NO,NO
261,ENTRE RIOS,ER,VILLAGUAY,4,SI,SI,NO,82.9,94.3,88.1,94.4,18.4,93.6,79.2,19.7,64.8,71.2,84.5,46.9,NO,SI
262,FORMOSA,FO,BERMEJO,0,NO,SI,NO,30.5,24.1,47.9,35.8,8.6,30.2,1.8,0.8,82.3,29.5,51,16.6,NO,SI
263,FORMOSA,FO,FORMOSA,11,SI,NO,NO,75.8,90.1,95.9,91,22,88.1,73.8,4.2,68.6,72.1,89.4,50,NO,SI
264,FORMOSA,FO,LAISHI,0,NO,SI,NO,48.9,66,75,76.5,10.7,64.9,9.9,1.4,77.4,42.4,77.8,26.4,SI,NO
265,FORMOSA,FO,MATACOS,0,NO,SI,NO,41.3,45.1,77.5,52.2,10,46.2,1.8,1.9,74.3,43.6,69,27.6,NO,NO
266,FORMOSA,FO,PATIÑO,4,SI,SI,NO,49.4,49.1,51.6,62.6,11.2,51.4,3.4,1.8,74.8,40.6,71,26.6,SI,SI
267,FORMOSA,FO,PILAGAS,0,NO,SI,NO,48.9,54.5,26.2,73.2,10.4,61.3,3.1,1.1,82.8,42,77.6,24.2,NO,NO
268,FORMOSA,FO,PILCOMAYO,3,SI,SI,NO,60,69.2,64.1,82.6,17.4,73.2,43,3,77,59.8,83.1,34.4,SI,SI
269,FORMOSA,FO,PIRANE,4,SI,SI,NO,54.4,69.7,80.3,77.9,11.5,68.1,14.1,1.8,75.2,45.6,76.7,30.7,NO,NO
270,FORMOSA,FO,RAMON LISTA,1,SI,SI,NO,13.3,17.6,75.9,17,5,15.6,2.3,1.2,84.6,15.9,36.9,15.2,SI,SI
271,JUJUY,JY,COCHINOCA,1,SI,SI,NO,58.5,57.1,86,51.8,14.6,66.5,35.3,6,76.8,49.1,65.3,29.1,NO,NO
272,JUJUY,JY,DOCTOR MANUEL BELGRANO,16,SI,NO,NO,80.8,93.5,98.1,90.8,28.2,92.1,79.9,54.4,70.5,82,89.2,58.7,SI,SI
273,JUJUY,JY,EL CARMEN,4,SI,SI,NO,68.3,86.9,97.2,82,22.3,86.7,46,30.5,73.7,69.2,85.6,39.9,NO,NO
274,JUJUY,JY,HUMAHUACA,1,SI,SI,NO,61.9,75.5,89.1,70.1,16.3,77.7,45,22.3,78.4,31.5,70.1,33.3,NO,NO
275,JUJUY,JY,LEDESMA,3,SI,SI,NO,65,88.8,96.9,83.1,14.9,85.7,68.5,33.7,78.8,57.3,80.9,36.9,SI,NO
276,JUJUY,JY,PALPALA,1,SI,SI,NO,79.2,92.1,98,89.1,20.2,92.6,85.8,38.6,72,81.3,88,51.9,SI,NO
277,JUJUY,JY,RINCONADA,0,NO,SI,NO,44.1,37.8,56.4,31.2,13.5,49.4,22.1,2.3,85.2,24.3,27.4,11.5,SI,SI
278,JUJUY,JY,SAN ANTONIO,0,NO,SI,NO,70.7,76.6,77,80.5,26.4,81.4,22.9,6.2,75.2,72.8,83.2,50.8,SI,SI
279,JUJUY,JY,SAN PEDRO,2,SI,SI,NO,67.9,91.8,96.2,87,17.4,86.3,76.3,35.4,78.3,55.8,81.1,43.3,SI,SI
280,JUJUY,JY,SANTA BÁRBARA,0,NO,SI,NO,51.6,71.5,87.7,67.5,9.4,74.8,56.2,2,82.4,31.1,74.9,22.9,SI,SI
281,JUJUY,JY,SANTA CATALINA,0,NO,SI,NO,38.8,43.9,73.4,32.7,18.1,53,6.6,2,77.6,12.9,16.4,10.1,SI,SI
282,JUJUY,JY,SUSQUES,0,NO,SI,NO,57.3,65.7,78.7,62.1,16.8,83.1,5.2,1.8,83.5,41.4,55.7,27.6,SI,NO
283,JUJUY,JY,TILCARA,1,SI,SI,NO,63.9,74.1,90.8,67.6,19.4,79.2,35.5,12.5,75.2,34,73,35.4,SI,SI
284,JUJUY,JY,TUMBAYA,0,NO,SI,NO,56.5,64.6,74.6,62.7,15.6,76.1,51.9,3.2,73.2,35.5,66.6,24,NO,SI
285,JUJUY,JY,VALLE GRANDE3,0,NO,SI,NO,38.5,50.4,84.3,43.3,8.9,67.8,10.3,2.3,84.7,33.2,53.7,15,SI,NO
286,JUJUY,JY,YAVI,2,SI,SI,NO,65.5,76,92.4,68,21,77.4,64.4,8,68,43.7,75.5,35.7,NO,NO
287,LA PAMPA,LP,ATREUCO,3,SI,SI,NO,96,98,88.6,99.1,17.7,98.5,46.8,90,66.7,85,88.3,58.6,SI,SI
288,LA PAMPA,LP,CALEU CALEU,1,SI,SI,NO,92.1,96.1,87.9,99.1,16.9,97.4,1.5,87.9,73.4,67.6,84.1,50.2,NO,SI
289,LA PAMPA,LP,CAPITAL,16,SI,NO,NO,96.8,98.3,91.5,99.4,26.4,98.6,90,95.7,60.5,90.6,93.6,69.2,SI,SI
290,LA PAMPA,LP,CATRILO,2,SI,SI,NO,94.1,96.9,85.9,99.1,13.2,97.4,11.6,85.3,66.7,82.1,89.7,57,NO,NO
291,LA PAMPA,LP,CHALILEO,1,SI,SI,NO,81.5,91.6,86.7,97.4,9.3,94.9,3.6,81.6,69.5,62.4,79.6,39.7,NO,NO
292,LA PAMPA,LP,CHAPALEUFU,3,SI,SI,NO,94.4,96.9,75.3,98.9,19.3,97.6,56.4,90.6,68.9,86.7,90.6,59.5,NO,SI
293,LA PAMPA,LP,CHICAL CO,0,NO,SI,NO,68,86.1,81.2,95.4,6.7,93.3,1.6,29.1,74.7,61,65.7,35.1,SI,SI
294,LA PAMPA,LP,CONHELO,4,SI,SI,NO,95.7,98.1,58.3,99.5,18.2,98.6,58.7,89.7,69.2,81.7,87.5,58.6,SI,NO
295,LA PAMPA,LP,CURACO,0,NO,SI,NO,86.1,92.3,82.9,98.4,5.9,95.3,0.9,2.9,61.3,63.2,75,36.7,SI,NO
296,LA PAMPA,LP,GUATRACHE,4,SI,SI,NO,97.3,98.1,82.7,96.7,16.4,97.2,5.2,84.8,70,77.3,80.8,55,SI,NO
297,LA PAMPA,LP,HUCAL,5,SI,NO,NO,96.1,98.2,90,99.1,14.4,99,1.8,88.2,69.2,80.2,86.1,55.6,SI,NO
298,LA PAMPA,LP,LIHUEL CALEL,0,NO,SI,NO,92.9,95.9,56.1,97.1,16.7,96.4,0.6,1.8,52.6,45.6,56.4,34.2,NO,NO
299,LA PAMPA,LP,LIMAY MAHUIDA,0,NO,SI,NO,77.7,88.6,62.1,96.7,10.6,92.2,0.6,0,58,53.8,62.5,33.2,NO,NO
300,LA PAMPA,LP,LOVENTUE,2,SI,SI,NO,91.7,97,88.3,98.6,13.5,98.1,48.3,86.1,70,78.6,85.9,49.6,NO,SI
301,LA PAMPA,LP,MARACO,12,SI,NO,NO,97.1,98.4,86.4,99.4,27.1,98.9,89.1,95.6,61.7,87.4,92.4,66.2,SI,NO
302,LA PAMPA,LP,PUELEN,1,SI,SI,NO,91.2,94,82.2,98.2,11.5,95.7,71.1,81.7,62.2,80.1,90.8,52.7,NO,NO
303,LA PAMPA,LP,QUEMU QUEMU,4,SI,SI,NO,95.6,97.7,87.7,99.2,17.5,98.3,16.9,89.7,70.6,80.9,86.3,59.2,NO,SI
304,LA PAMPA,LP,RANCUL,3,SI,SI,NO,93,97.9,83.5,99.2,13.7,97.9,1.6,87.2,70.6,80.6,86.6,50,NO,NO
305,LA PAMPA,LP,REALICO,5,SI,NO,NO,96.2,98,77.3,99.4,20.5,98.7,65,95.7,70.2,81.4,88.7,61.1,NO,NO
306,LA PAMPA,LP,TOAY,1,SI,SI,NO,94.2,96.7,60.4,99.1,30.8,97.6,53.7,86.2,71,91.2,94.2,69,SI,NO
307,LA PAMPA,LP,TRENEL,1,SI,SI,NO,95.3,97.7,72,99.2,18.4,97.6,60.2,90.8,70.7,80.9,90.1,57.3,SI,NO
308,LA PAMPA,LP,UTRACAN,2,SI,SI,NO,95.2,98,92.9,99.2,18.8,98.3,74.6,88.3,64.5,83.4,89,56.8,NO,SI
309,LA RIOJA,LR,ARAUCO,2,SI,SI,NO,74.2,87.5,89.1,92.7,12.4,91,8.5,5.2,79,63.6,82.2,48.9,NO,SI
310,LA RIOJA,LR,ANGEL VICENTE PEÑALOZA,0,NO,SI,NO,61.5,84.9,80.8,92.1,7.1,88.7,33.2,1.2,87.5,52.3,70.2,36.8,SI,SI
311,LA RIOJA,LR,CAPITAL,9,SI,NO,NO,85.6,93.9,96.2,96.1,20.7,93.6,85.9,26.8,69,82.4,90.7,63.9,NO,SI
312,LA RIOJA,LR,CASTRO BARROS,1,SI,SI,NO,74.7,92.5,92.7,88.1,12,96.3,2,3.7,73.2,67.6,84.8,51.3,NO,NO
313,LA RIOJA,LR,CHAMICAL,2,SI,SI,NO,82.1,93.3,95.2,95.3,12.7,95.3,61.8,17.6,72.7,72.6,85.5,52.2,SI,NO
314,LA RIOJA,LR,CHILECITO,3,SI,SI,NO,82.4,92.5,95.6,93.5,17.3,95,61.2,6.2,73.6,74.6,87,54.6,SI,NO
315,LA RIOJA,LR,FAMATINA,1,SI,SI,NO,70.4,93.3,93.9,93.9,12.8,95.4,2.1,2.4,75.9,68.6,85.1,49.9,NO,SI
316,LA RIOJA,LR,GENERAL BELGRANO,1,SI,SI,NO,70.6,88.1,96,95.1,13.5,93.2,2.8,4.3,73.7,66.4,83.8,51.2,NO,NO
317,LA RIOJA,LR,CORONEL FELIPE VARELA,2,SI,SI,NO,71.2,91.2,91.7,93.2,12.7,96.1,1.3,4.4,74.6,74.5,88.2,57,NO,SI
318,LA RIOJA,LR,FACUNDO QUIROGA,0,NO,SI,NO,49,82.7,88.8,86.2,10.8,88.2,13.5,1.9,83,63,72.9,36.6,SI,SI
319,LA RIOJA,LR,GENERAL LAMADRID,0,NO,SI,NO,73.8,93.8,95.6,95.6,9.9,97.5,0.3,2.1,80.3,73.8,85.9,61.4,NO,NO
320,LA RIOJA,LR,GENERAL OCAMPO,1,SI,SI,NO,71.2,86,48.9,90,12.6,87.3,2,2.7,78,59.5,82.3,46.2,SI,NO
321,LA RIOJA,LR,GENERAL SAN MARTIN,0,NO,SI,NO,67.2,78.8,79.8,90.1,13.1,90.9,0.8,2.4,79,64.8,82.6,47.8,SI,SI
322,LA RIOJA,LR,INDEPENDENCIA,0,NO,SI,NO,57.5,70.7,73.3,84.1,8.2,79.8,1.1,2.5,85.8,55.1,76.3,37.2,NO,SI
323,LA RIOJA,LR,ROSARIO VERA PEÑALOZA,2,SI,SI,NO,73.1,82.6,84.2,87,10.5,87.5,1.2,3.3,72.7,70.5,81.3,45.6,SI,SI
324,LA RIOJA,LR,SAN BLAS DE LOS SAUCES,1,SI,SI,NO,67.5,91.4,91.2,94.4,11.7,96.5,0.7,2.8,80.6,72.9,85.5,50.5,SI,NO
325,LA RIOJA,LR,SANAGASTA,0,NO,SI,NO,82.7,92.7,96.4,95.4,11.6,95.4,1.5,3.9,79.5,80,92.2,54.5,NO,NO
326,LA RIOJA,LR,VINCHINA,1,SI,SI,NO,71.8,91.5,93.4,91.5,13.7,96.2,1.2,2.3,78,70.5,82.3,44.3,NO,NO
327,MISIONES,MI,APOSTOLES,1,SI,SI,NO,81.1,86,88.7,87.1,15.9,87.7,9.5,3,73,53.9,85.1,43.2,NO,SI
328,MISIONES,MI,CAINGUAS,3,SI,SI,NO,87.8,85,69.7,78.3,12.9,79.7,3.9,2.9,78.6,48.7,78.6,32.2,NO,NO
329,MISIONES,MI,CANDELARIA,1,SI,SI,NO,74.4,82.4,86.3,83.4,11.8,82.1,4.9,2.5,78.7,46,81.3,33.9,NO,NO
330,MISIONES,MI,CAPITAL,15,SI,NO,NO,87.4,93.4,95.2,95.5,24.4,93.2,56,10,65.7,79.6,92.5,59,SI,SI
331,MISIONES,,CONCEPCION,0,NO,SI,NO,79.7,83.9,79.2,82,18.9,87.1,7,2.7,74.8,49.8,81.6,38.4,SI,SI
332,MISIONES,MI,ELDORADO,3,SI,SI,NO,85.4,87.3,89,88.2,17.5,88.1,8.7,3.7,70.4,48.6,85.3,39,SI,NO
333,MISIONES,MI,GENERAL MANUEL BELGRANO,2,SI,SI,NO,89.2,82.4,59.1,79.7,16.1,80.9,5.6,1.9,79.2,66.8,87.2,31.6,SI,NO
334,MISIONES,MI,GUARANI,4,SI,SI,NO,87.7,76.6,39.5,73.2,14,75,3.5,2.6,79.3,58.2,81.3,32.4,NO,SI
335,MISIONES,MI,IGUAZU,4,SI,SI,NO,82.4,83.5,74.5,88.2,19.4,88,13.8,3.6,74.4,59.8,85.4,41.1,NO,NO
336,MISIONES,MI,LEANDRO N. ALEM,3,SI,SI,NO,87.8,86,73.5,85.4,17.1,86.8,5.2,3.3,74.2,58.9,83.5,39.8,NO,SI
337,MISIONES,MI,LIBERTADOR GENERAL SAN MARTIN,3,SI,SI,NO,85.1,88.8,85.2,86.5,18.8,88.6,24.6,3.7,70.4,55.4,83.9,38.7,SI,SI
338,MISIONES,MI,MONTECARLO,2,SI,SI,NO,85,87.1,80.9,86.8,17.2,88.1,26.5,2.9,76.7,50.2,84,35.8,NO,SI
339,MISIONES,MI,OBERA,6,SI,NO,NO,89.4,85,76.7,85,19,85.5,28.7,4.1,69.7,67.5,86.5,46.4,SI,SI
340,MISIONES,MI,SAN IGNACIO,4,SI,SI,NO,82.6,86.1,85.2,85,14.8,85.9,5.2,2.8,75.1,54.4,83,37.6,SI,SI
341,MISIONES,MI,SAN JAVIER,2,SI,SI,NO,86,86.3,74.8,82.4,14.5,83.2,12.5,3.8,81.3,55,82.4,33.3,NO,NO
342,MISIONES,,SAN PEDRO,0,NO,SI,NO,84.3,73.6,46.4,64.8,10.7,67.5,2.1,1.9,83.7,54.1,76.4,26.5,SI,SI
343,MISIONES,MI,25 DE MAYO,2,SI,SI,NO,91.1,85.9,53.1,79.2,14.6,81.1,2.8,1.8,81.9,44.4,78.2,23.8,NO,NO
344,NEUQUEN,NQN,ALUMINE,1,SI,SI,NO,86.5,91.3,75.3,93.5,14.8,92.9,43.7,63.9,62.5,79.1,86.1,55.4,NO,NO
345,NEUQUEN,NQN,AÑELO,2,SI,SI,NO,82.7,89.3,80.7,92.8,11.9,92.7,61.5,68.8,56.1,67.1,87.7,41.6,NO,SI
346,NEUQUEN,NQN,CATAN LIL,0,NO,SI,NO,73.2,76.4,47.2,75.4,7.5,78,26.1,48.1,74.2,54.1,65.1,29.7,SI,SI
347,NEUQUEN,NQN,CHOS MALAL,2,SI,SI,NO,89.9,95.6,93.6,96.3,16.8,98.1,73.7,89,62.6,78.7,87.2,60.6,NO,SI
348,NEUQUEN,NQN,COLLON CURA,1,SI,SI,NO,86.5,93.8,89.4,94.5,18.5,93.6,83,90.2,62.4,68.2,82.7,55.2,NO,SI
349,NEUQUEN,NQN,CONFLUENCIA,45,SI,NO,NO,92.4,96.1,95.7,97.7,27.7,96.4,81.2,90.2,62.3,81.4,92.5,67.7,SI,SI
350,NEUQUEN,NQN,HUILICHES,1,SI,SI,NO,90,93.3,87,92.9,18.1,94.9,80.9,84.6,53.8,75.8,88.8,60.5,NO,NO
351,NEUQUEN,NQN,LACAR,5,SI,NO,NO,94.5,96.6,90.5,97.5,31.6,97.8,80,89.6,54.5,85.7,93.4,73.1,NO,NO
352,NEUQUEN,NQN,LONCOPUE,1,SI,SI,NO,81.6,89.6,86.1,91.9,12.5,92.7,76.2,76.9,68.8,61.1,81.5,45.4,SI,SI
353,NEUQUEN,NQN,LOS LAGOS,3,SI,SI,NO,93.7,97.9,91.8,98.6,34.1,98.2,19.1,86.5,51.1,76.3,93.4,73.4,SI,NO
354,NEUQUEN,NQN,MINAS,1,SI,SI,NO,86.1,95.3,86.4,96.4,10.4,97.3,51.6,74.3,72.8,67.8,74.6,49.8,NO,NO
355,NEUQUEN,NQN,ÑORQUIN,0,NO,SI,NO,82.6,92.7,86.6,92.7,10.2,93.8,45.6,73.3,73.5,56.6,72.2,44.7,SI,SI
356,NEUQUEN,NQN,PEHUENCHES,3,SI,SI,NO,89.4,94.2,85.3,97.6,16.1,96.2,62,88.3,62.6,68,90.1,56.2,NO,NO
357,NEUQUEN,NQN,PICUN LEUFU,1,SI,SI,NO,86.2,90.5,82.3,96.6,12.2,92.9,69.4,68.4,70.7,57.7,79.6,44.1,NO,SI
358,NEUQUEN,NQN,PICUNCHES,1,SI,SI,NO,84.5,92.6,88.7,95.7,12.1,95.2,63.5,78.8,64.9,73.5,86.1,52.9,NO,NO
359,NEUQUEN,NQN,ZAPALA,4,SI,SI,NO,88.5,94,94.3,94.8,18.6,95.4,84.8,89,65.1,69.7,87.7,57,SI,SI
360,RIO NEGRO,RN,ADOLFO ALSINA,9,SI,NO,NO,93.4,96.4,96.6,97.7,26.5,96.7,88.4,92.2,59.2,86,92.9,69.4,NO,NO
361,RIO NEGRO,RN,AVELLANEDA,6,SI,NO,NO,92,95.5,92.9,96.8,17.5,96.5,83.5,88.3,62.4,72.2,89.2,55.1,NO,NO
362,RIO NEGRO,RN,BARILOCHE,14,SI,NO,NO,93.9,95.9,91.8,96.6,24.2,96,58.9,86.9,60.7,74.9,92.1,67.7,NO,NO
363,RIO NEGRO,RN,CONESA,2,SI,SI,NO,92.4,94.8,91.3,95.9,14.4,94.8,45,87.7,66.6,76,86.1,52.3,SI,SI
364,RIO NEGRO,RN,EL CUY,0,NO,SI,NO,72.6,78.2,55.5,89.5,10.4,80.7,1.9,3.1,77.2,53.2,75,40.3,SI,SI
365,RIO NEGRO,RN,GENERAL ROCA,35,SI,NO,NO,91.7,94.2,93.3,96.6,24.3,94.3,76.2,85.5,62.2,77.4,90.7,61.3,NO,SI
366,RIO NEGRO,RN,9 DE JULIO,0,NO,SI,NO,81.3,83.9,72.7,89.3,7.2,87.9,3.7,58.6,73.8,61.3,69.9,41.2,NO,NO
367,RIO NEGRO,RN,ÑORQUINCO,0,NO,SI,NO,69.6,68,62.1,64,5.6,59.3,0.9,40.4,71.7,27.4,43.6,23.4,NO,NO
368,RIO NEGRO,RN,PICHI MAHUIDA,3,SI,SI,NO,94.9,96.5,89.1,97.8,18.2,97.3,55.2,91.4,68.1,64.5,88.6,52.9,NO,NO
369,RIO NEGRO,RN,PILCANIEYEU,0,NO,SI,NO,91,94.1,88.4,94.3,27.2,94,8.4,82.7,66.5,76.1,86.8,68.4,SI,NO
370,RIO NEGRO,RN,SAN ANTONIO,6,SI,NO,NO,93.3,97,98.3,98.3,18.5,96.6,56.3,92,59,81.3,91.8,61.4,SI,NO
371,RIO NEGRO,RN,VALCHETA,0,NO,SI,NO,85.9,88.7,85.8,92.9,11.2,92.4,43.8,85.8,68.8,70.6,75.8,46.2,NO,SI
372,RIO NEGRO,RN,25 DE MAYO,3,SI,SI,NO,85.1,92.3,89.5,91.3,10.1,90.7,22.5,83.8,67.9,67.2,81.1,47.8,SI,SI
373,SALTA,SA,ANTA,3,SI,SI,NO,60.2,73.6,89.5,71,12.7,82.2,41.3,19.7,76.9,45.7,77.4,32.9,NO,SI
374,SALTA,SA,CACHI,1,SI,SI,NO,57.4,69.7,76.1,68.4,15.6,81.3,35.3,4,68.7,45.4,73.5,34,NO,SI
375,SALTA,SA,CAFAYATE,2,SI,SI,NO,69.1,91.7,89.9,88.1,26.7,96.7,87,5.3,63.1,73.1,85.4,50.2,SI,SI
376,SALTA,SA,CAPITAL,28,SI,NO,NO,81.9,94.2,96.4,91.2,32.2,94.5,89.9,70.8,65.1,83.7,90.7,62.8,SI,SI
377,SALTA,SA,CERRILLOS,1,SI,SI,NO,68.8,81.6,89.8,76.6,19.7,86.6,48.2,38.1,70.7,66.5,86.5,46.2,SI,NO
378,SALTA,SA,CHICOANA,1,SI,SI,NO,69.2,78.9,89,72,17,88.1,49.2,21.7,62.7,50.4,80.7,42.3,NO,SI
379,SALTA,SA,GENERAL GUEMES,6,SI,NO,NO,72.2,88,94.6,81.6,18,90.8,65.6,48.8,69.5,59.2,81.9,41.8,SI,NO
380,SALTA,SA,GENERAL JOSE DE SAN MARTIN,4,SI,SI,NO,58.9,72,90.2,65.4,17.6,73.5,62,43,77.9,46.1,74.5,34.8,NO,SI
381,SALTA,SA,GUACHIPAS,0,NO,SI,NO,62.3,73.9,68.8,69.1,15.3,93.6,54.9,0.9,59.9,36.1,61.4,34.5,NO,NO
382,SALTA,SA,IRUYA,0,NO,SI,NO,49.6,50.2,63.6,44.3,13.9,65.8,28.4,1.9,76.7,48.2,60.4,30,SI,SI
383,SALTA,SA,LA CALDERA,0,NO,SI,NO,81.7,84.2,70.5,88.5,36.2,93.8,3.9,37.9,72.7,72.3,88.3,62.2,SI,NO
384,SALTA,SA,LA CANDELARIA,0,NO,SI,NO,65.2,77.3,91.5,75.9,12,89,10.8,2.5,72.3,19.9,76.2,31.5,NO,SI
385,SALTA,SA,LA POMA,0,NO,SI,NO,44.7,53.3,54.5,49.6,13.3,62.3,18,7.7,77.1,40,53.4,28.9,SI,NO
386,SALTA,SA,LA VIÑA,0,NO,SI,NO,66.3,79.5,87.8,75.1,14.8,88,39.7,14.5,68.9,44.4,80.9,41.3,NO,NO
387,SALTA,SA,LOS ANDES,1,SI,SI,NO,56.9,79.1,88.3,67.7,13.6,75.8,69.3,50.9,64.1,71.1,81.2,44.4,SI,NO
388,SALTA,SA,METAN,2,SI,SI,NO,73.2,85.8,92.8,82.2,20.2,91.4,79,44.8,69.7,55.6,81.4,41.7,NO,SI
389,SALTA,SA,MOLINOS,0,NO,SI,NO,42.7,73.6,65.9,71.2,14.6,84.7,30.7,1.6,72,52.7,75.4,42.7,SI,SI
390,SALTA,SA,ORAN,6,SI,NO,NO,67.4,75,91.2,64.2,17.2,79,75.8,34.9,77.7,42.1,77.4,34.7,NO,SI
391,SALTA,SA,RIVADAVIA,0,NO,SI,NO,23.2,30.7,62.6,30.1,10.3,40.1,6.1,1.8,88.9,18.1,43.6,15.2,NO,SI
392,SALTA,SA,ROSARIO DE LA FRONTERA,2,SI,SI,NO,71.6,84.8,89.5,82.3,17.6,87.8,76.3,46.5,73,44.8,76.6,37.1,NO,NO
393,SALTA,SA,ROSARIO DE LERMA,2,SI,SI,NO,71.7,82.9,87.6,79.5,22.9,88.9,36.2,41.2,70.2,59.7,84.1,50.7,NO,NO
394,SALTA,SA,SAN CARLOS,0,NO,SI,NO,55,69.3,57.8,67.7,16.1,80.4,54.3,2.3,62,57.3,71.9,34.7,NO,SI
395,SALTA,SA,SANTA VICTORIA,0,NO,SI,NO,38.2,49.6,60.7,46.6,11.5,67,35.1,1.5,81.5,41.3,51.3,29.2,NO,SI
396,SANTA CRUZ,SC,CORPEN AIKE,5,SI,NO,NO,96,98.8,98.6,99.5,23,99.2,82,97.9,51.9,83.3,93.6,67.7,NO,SI
397,SANTA CRUZ,SC,DESEADO,17,SI,NO,NO,95.3,96.3,82.6,98.7,20.2,96.6,75.5,95.9,60.7,80.5,92.9,63,NO,NO
398,SANTA CRUZ,SC,GUER AIKE,15,SI,NO,NO,96.2,98.1,92.6,98.9,28.4,98.2,86.5,97.1,57.6,90.4,95,72.2,NO,NO
399,SANTA CRUZ,SC,LAGO ARGENTINO,6,SI,NO,NO,94.1,98.4,98.4,98.7,21.8,98.8,71.3,94.4,50.9,88.2,94.2,72.2,NO,NO
400,SANTA CRUZ,SC,LAGO BUENOS AIRES,3,SI,SI,NO,95.5,97.6,95.5,99.2,15.1,98.5,79.5,81.9,53.5,87.6,93.2,61.3,NO,SI
401,SANTA CRUZ,SC,MAGALLANES,2,SI,SI,NO,94.6,97.6,97.7,98.9,23.4,97.7,87.9,95.7,57.5,85.9,93.6,67.1,NO,SI
402,SANTA CRUZ,SC,RIO CHICO,1,SI,SI,NO,94.2,98.2,93.1,98.8,16.1,98.4,88,87.1,55.8,90.9,92.1,60.7,SI,SI
403,SANTIAGO DEL ESTERO,SE,AGUIRRE,1,SI,SI,NO,64.4,53.8,33.8,75.4,11.2,58.2,1.9,1.4,81.2,25.4,79.1,30.1,SI,NO
404,SANTIAGO DEL ESTERO,SE,ALBERDI,1,SI,SI,NO,46.3,36,46.2,54.7,14.3,46.1,0.8,1.2,88.5,36.7,68.1,23.1,SI,NO
405,SANTIAGO DEL ESTERO,SE,ATAMISQUI,1,SI,SI,NO,47.9,28.5,50.3,48.5,17.5,36.1,0.8,1.1,94,23.8,76.3,21.1,NO,SI
406,SANTIAGO DEL ESTERO,SE,AVELLANEDA,1,SI,SI,NO,44.6,36,43.6,55.5,12.9,40.1,1.2,1.1,88.2,21.1,73.3,19.6,SI,SI
407,SANTIAGO DEL ESTERO,SE,BANDA,6,SI,NO,NO,77.3,79.5,93.5,83.4,15.7,80.7,32.8,29.5,84.5,56.1,82.3,42.1,SI,NO
408,SANTIAGO DEL ESTERO,SE,BELGRANO,2,SI,SI,NO,81.2,64.9,19.2,86.9,15.8,72.2,1.9,2.4,73.1,60.6,86.1,42.9,NO,NO
409,SANTIAGO DEL ESTERO,SE,CAPITAL,14,SI,NO,NO,86.2,89,97.4,89.6,22.7,89.1,50.3,57.3,78.8,76.7,89.2,56.7,SI,NO
410,SANTIAGO DEL ESTERO,SE,CHOYA,3,SI,SI,NO,72.7,80.5,90.9,84,18.2,82.3,56.1,34.3,80,41.8,78.8,39.2,NO,NO
411,SANTIAGO DEL ESTERO,SE,COPO,3,SI,SI,NO,47.7,41,61.9,56.4,10.6,49.6,1.9,1.1,87.5,41.4,72.3,24.6,NO,NO
412,SANTIAGO DEL ESTERO,SE,FIGUEROA,0,NO,SI,NO,34,26,33.9,42.1,12.5,32.4,0.4,0.9,94.3,11.4,60.8,10.8,SI,SI
413,SANTIAGO DEL ESTERO,SE,GENERAL TABOADA,3,SI,SI,NO,66.9,50.9,74.9,69.9,14.9,57.4,1.4,1.6,83.9,45.8,81,34.8,NO,SI
414,SANTIAGO DEL ESTERO,SE,GUASAYAN,0,NO,SI,NO,50.5,60,80.4,71.7,14.8,65.2,1,2.7,87.5,19.6,69.7,22.1,SI,SI
415,SANTIAGO DEL ESTERO,SE,JIMENEZ,1,SI,SI,NO,52.3,57,77.1,68.5,14.2,63.7,1.6,1.6,89.9,18.5,73.5,24.3,NO,NO
